region,age,all,respondents,kadry_vysshej_kvalifikacii,vysshee,magistratura,specialitet,bakalavriat,nepolnoe_vysshee,srednee_professionalnoe,specialist_srednego_zvena,kvalificirovannyj_rabochij,srednee,osnovnoe,nachalnoe,doshkolnoe,ne_imejushhie_obrazovanija,iz_nih_negramotnye,ne_ukazavshie_uroven_obrazovanija
Якутия,35-39 ,85312,68733,1555,26987,1646,20021,5320,1892,24766,17492,7274,10814,2497,79,-,143,62,16579
Якутия,40-44 ,69621,57353,1274,20718,1472,15467,3779,1380,22309,15455,6854,9099,2353,80,-,140,54,12268
Якутия,45-49 ,62305,51987,1140,16636,1092,12558,2986,1034,21763,15103,6660,9120,2091,81,-,122,51,10318
Якутия,50-54 ,56294,47680,989,13000,827,10239,1934,810,22257,15561,6696,8807,1623,71,-,123,44,8614
Якутия,55-59 ,58166,49567,975,11774,734,9646,1394,740,24654,17552,7102,9450,1785,101,-,88,32,8599
Якутия,60-64 ,56626,48827,925,10115,568,8477,1070,624,24938,17881,7057,9725,2111,281,-,108,39,7799
Якутия,65-69 ,42109,35692,638,6718,314,5737,667,422,18285,13400,4885,7150,2106,294,-,79,27,6417
Якутия,70 и более,50311,42034,840,8281,370,7033,878,442,18118,13619,4499,7685,4179,2176,-,313,100,8277
Забайкальский край,6-9,61262,52101,-,-,-,-,-,-,-,-,-,-,-,-,41259,10842,189,9161
Забайкальский край,10-14,71836,63569,-,-,-,-,-,-,-,-,-,-,-,50072,12567,930,23,8267
Забайкальский край,15-17,38394,33231,-,-,-,-,-,-,-,-,-,6136,20310,6570,-,215,26,5163
Забайкальский край,18-19 ,24878,21032,-,-,-,-,-,-,3570,2578,992,11120,6048,244,-,50,17,3846
Забайкальский край,20-24 ,53373,45270,-,5059,297,1344,3418,1030,16088,11111,4977,15825,6737,379,-,152,63,8103
Забайкальский край,25-29 ,55498,46410,425,11601,1222,5458,4921,1604,16236,10756,5480,10695,5274,393,-,182,80,9088
Забайкальский край,30-34 ,83579,70082,1114,18760,1122,12690,4948,1761,23714,15531,8183,15984,7684,706,-,359,159,13497
Забайкальский край,35-39 ,88275,74212,1363,19917,1245,14037,4635,1601,24294,15912,8382,17232,8548,893,-,364,158,14063
Забайкальский край,40-44 ,79645,67786,1131,16232,1059,11673,3500,1175,23263,15124,8139,16513,8580,656,-,236,98,11859
Забайкальский край,45-49 ,69265,59205,924,12594,808,9268,2518,894,22194,14358,7836,14886,7086,441,-,186,79,10060
Забайкальский край,50-54 ,54286,46469,722,8906,586,6746,1574,683,19495,12936,6559,11598,4669,273,-,123,50,7817
Забайкальский край,55-59 ,56290,49266,813,8535,482,6717,1336,517,20908,13993,6915,13143,4987,263,-,100,42,7024
Забайкальский край,60-64 ,64629,57544,919,8586,481,6805,1300,527,24827,17046,7781,15278,6412,898,-,97,41,7085
Забайкальский край,65-69 ,55639,49141,762,6567,271,5268,1028,389,20565,14156,6409,12646,7016,1100,-,96,31,6498
Забайкальский край,70 и более,76873,63444,1075,8501,328,6879,1294,459,21598,15367,6231,13646,11704,6160,-,301,79,13429
Камчатский край,6-9,15834,12982,-,-,-,-,-,-,-,-,-,-,-,-,9985,2997,16,2852
Камчатский край,10-14,17300,14697,-,-,-,-,-,-,-,-,-,-,-,11554,2902,241,-,2603
Камчатский край,15-17,9314,7997,-,-,-,-,-,-,-,-,-,1387,5196,1361,-,53,2,1317
Камчатский край,18-19 ,5528,4745,-,-,-,-,-,-,828,541,287,2742,1145,22,-,8,2,783
Камчатский край,20-24 ,14327,11792,-,2079,66,540,1473,370,4727,3105,1622,3607,920,54,-,35,9,2535
Камчатский край,25-29 ,15973,13290,121,5116,452,2290,2374,532,5129,3405,1724,1755,575,1,-,61,6,2683
Камчатский край,30-34 ,25350,20921,324,8797,438,6134,2225,745,7667,5054,2613,2487,823,4,-,74,16,4429
Камчатский край,35-39 ,28141,23382,397,9811,549,7159,2103,757,8702,5771,2931,2645,987,4,-,79,12,4759
Камчатский край,40-44 ,24068,20174,344,7882,482,5763,1637,568,7709,5045,2664,2635,974,1,-,61,8,3894
Камчатский край,45-49 ,22721,19130,291,6539,409,4886,1244,510,8366,5488,2878,2497,878,4,-,45,4,3591
Камчатский край,50-54 ,19584,16668,254,4818,294,3784,740,386,8409,5620,2789,2195,571,-,-,35,5,2916
Камчатский край,55-59 ,18698,16091,266,4099,235,3256,608,297,8448,5762,2686,2385,569,-,-,27,4,2607
Камчатский край,60-64 ,17964,15674,238,3402,201,2758,443,278,8574,5904,2670,2522,576,54,-,30,1,2290
Камчатский край,65-69 ,14707,12959,185,2424,126,1947,351,167,7025,4857,2168,2383,678,63,-,34,2,1748
Камчатский край,70 и более,21907,19085,264,3020,148,2439,433,228,9021,6396,2625,4081,1988,452,-,31,4,2822
Приморский край,6-9,78642,55556,-,-,-,-,-,-,-,-,-,-,-,-,43237,12319,151,23086
Приморский край,10-14,91724,68549,-,-,-,-,-,-,-,-,-,-,-,53968,13573,1008,51,23175
Приморский край,15-17,54607,39367,-,-,-,-,-,-,-,-,-,7224,23385,8440,1,317,20,15240
Приморский край,18-19 ,41631,30082,-,-,-,-,-,-,4448,2631,1817,18180,6941,445,-,68,21,11549
Приморский край,20-24 ,93714,61290,3,9345,415,2526,6404,2075,22082,13861,8221,20447,6618,532,-,188,84,32424
Приморский край,25-29 ,97844,63160,807,20965,2558,9647,8760,2255,23565,15008,8557,10488,4301,564,-,215,105,34684
Приморский край,30-34 ,152542,99139,2063,33430,2098,22804,8528,2996,36923,23277,13646,15898,6479,986,-,364,190,53403
Приморский край,35-39 ,163046,107133,2435,34849,2213,24290,8346,2949,41213,25928,15285,16899,7314,1133,-,341,173,55913
Приморский край,40-44 ,151136,101737,2215,29310,1914,20653,6743,2413,41456,26053,15403,17181,7827,1017,-,318,147,49399
Приморский край,45-49 ,140729,97536,2027,25306,1573,18178,5555,1931,43274,27469,15805,17005,6923,791,-,279,91,43193
Приморский край,50-54 ,122313,84666,1774,20153,1276,15184,3693,1768,41577,26723,14854,13763,4965,476,-,190,68,37647
Приморский край,55-59 ,123167,85967,1819,19415,1274,14889,3252,1517,43463,28382,15081,14290,4840,432,-,191,66,37200
Приморский край,60-64 ,127310,94229,2077,18650,1064,14623,2963,1466,47734,31630,16104,17364,6216,568,-,154,66,33081
Приморский край,65-69 ,116532,87595,2017,15323,748,12094,2481,1153,43115,28930,14185,17432,7585,827,-,143,43,28937
Приморский край,70 и более,191239,140682,3029,21464,966,16834,3664,1491,56841,38869,17972,30404,20632,6512,-,309,70,50557
Хабаровский край,6-9,61193,46567,-,-,-,-,-,-,-,-,-,-,-,-,35757,10810,96,14626
Хабаровский край,10-14,69148,53948,-,-,-,-,-,-,-,-,-,-,-,42536,10601,811,16,15200
Хабаровский край,15-17,39891,30350,-,-,-,-,-,-,-,-,-,5371,20073,4713,3,190,14,9541
Хабаровский край,18-19 ,31426,23664,-,-,-,-,-,-,4030,2256,1774,13899,5668,9,6,52,17,7762
Хабаровский край,20-24 ,72174,49606,3,8319,347,2135,5837,1768,17601,10857,6744,16546,5259,2,4,104,38,22568
Хабаровский край,25-29 ,72783,50905,528,18416,1811,8676,7929,2065,18278,11760,6518,7489,3990,7,1,131,40,21878
Хабаровский край,30-34 ,111921,77871,1311,29180,1467,20102,7611,2810,28479,17713,10766,10339,5564,5,8,175,49,34050
Хабаровский край,35-39 ,118038,82176,1731,30716,1517,21767,7432,2576,29904,18498,11406,11013,6017,9,2,208,61,35862
Хабаровский край,40-44 ,105665,74690,1712,25956,1444,18762,5750,2230,28037,17502,10535,10639,5934,5,4,173,52,30975
Хабаровский край,45-49 ,94513,67858,1449,21958,1172,16176,4610,1765,27244,17058,10186,10086,5206,1,5,144,29,26655
Хабаровский край,50-54 ,79156,57012,1264,16874,878,13002,2994,1368,25437,16074,9363,8145,3824,3,2,95,25,22144
Хабаровский край,55-59 ,77132,56425,1235,15133,767,11857,2509,1248,26512,16825,9687,8489,3714,2,5,87,24,20707
Хабаровский край,60-64 ,78775,59407,1270,13819,614,10986,2219,1206,28633,18997,9636,9890,4239,265,3,82,13,19368
Хабаровский край,65-69 ,75350,56806,1254,11602,420,9228,1954,985,27318,18004,9314,10337,4869,355,1,85,24,18544
Хабаровский край,70 и более,125810,92456,2014,17028,522,13529,2977,1456,39318,26597,12721,17680,11892,2838,10,220,33,33354
Амурская область,6-9,37619,34977,-,-,-,-,-,-,-,-,-,-,-,-,27141,7836,77,2642
Амурская область,10-14,46881,44550,-,-,-,-,-,-,-,-,-,-,-,35238,8617,695,20,2331
Амурская область,15-17,28193,26840,-,-,-,-,-,-,-,-,-,5192,17764,3699,-,185,11,1353
Амурская область,18-19 ,19469,18385,-,-,-,-,-,-,2584,1776,808,10011,5743,3,-,44,12,1084
Амурская область,20-24 ,44136,40419,4,5582,327,1161,4094,1146,15197,10075,5122,13309,5104,-,-,77,43,3717
Амурская область,25-29 ,43421,40070,534,12907,1141,5473,6293,1452,16116,11047,5069,6141,2829,5,-,86,37,3351
Амурская область,30-34 ,64730,59408,1221,18601,937,12115,5549,1633,24768,16600,8168,8638,4404,6,-,137,57,5322
Амурская область,35-39 ,69002,63173,1313,19636,1047,13407,5182,1380,26036,17220,8816,9510,5150,5,-,143,63,5829
Амурская область,40-44 ,62999,57786,1113,16506,831,11627,4048,1246,24613,16301,8312,9278,4896,14,-,120,37,5213
Амурская область,45-49 ,56172,51995,938,13153,566,9639,2948,919,23280,15539,7741,9068,4529,4,-,104,29,4177
Амурская область,50-54 ,45832,42321,686,9538,469,7329,1740,686,21081,14237,6844,7070,3195,3,-,62,17,3511
Амурская область,55-59 ,44480,41618,684,8355,414,6571,1370,604,21436,14486,6950,7318,3159,1,-,61,18,2862
Амурская область,60-64 ,50171,47277,781,8233,334,6512,1387,605,24412,16650,7762,8770,3998,418,-,60,20,2894
Амурская область,65-69 ,45981,43174,728,6962,219,5510,1233,441,21446,15051,6395,8479,4554,521,-,43,10,2807
Амурская область,70 и более,63512,59804,968,8692,196,6946,1550,618,24339,17350,6989,11540,9768,3760,-,119,25,3708
Магаданская область,6-9,6274,5704,-,-,-,-,-,-,-,-,-,-,-,-,4300,1404,6,570
Магаданская область,10-14,7699,7339,-,-,-,-,-,-,-,-,-,-,-,6570,637,132,-,360
Магаданская область,15-17,4378,4075,-,-,-,-,-,-,8,-,8,637,2620,755,-,55,2,303
Магаданская область,18-19 ,2558,2331,-,-,-,-,-,-,320,210,110,1478,523,3,-,7,1,227
Магаданская область,20-24 ,6082,5555,-,894,36,147,711,213,1890,1171,719,2115,421,4,-,18,3,527
Магаданская область,25-29 ,7656,7108,91,2833,181,1101,1551,350,2337,1386,951,1125,348,2,-,22,6,548
Магаданская область,30-34 ,11954,11012,234,4575,281,2670,1624,448,3719,2181,1538,1475,527,4,-,30,6,942
Магаданская область,35-39 ,13276,12291,259,5141,327,3217,1597,375,4071,2378,1693,1702,704,8,-,31,16,985
Магаданская область,40-44 ,12656,11719,244,4570,312,3146,1112,350,4121,2375,1746,1753,635,2,-,44,19,937
Магаданская область,45-49 ,11576,10789,209,3850,267,2717,866,243,4121,2354,1767,1782,544,7,-,33,12,787
Магаданская область,50-54 ,9691,9040,213,2676,198,1940,538,212,3943,2319,1624,1525,451,2,-,18,9,651
Магаданская область,55-59 ,9201,8559,187,2116,121,1642,353,184,4044,2402,1642,1590,414,5,-,19,8,642
Магаданская область,60-64 ,9250,8692,172,1750,113,1323,314,167,4312,2580,1732,1835,392,40,-,24,6,558
Магаданская область,65-69 ,7401,6950,94,1153,47,916,190,150,3521,2171,1350,1510,462,42,-,18,1,451
Магаданская область,70 и более,8737,8108,120,1197,44,977,176,128,3777,2328,1449,1829,839,190,-,28,4,629
Сахалинская область,6-9,20865,19269,-,-,-,-,-,-,-,-,-,-,-,-,14682,4587,58,1596
Сахалинская область,10-14,24571,23172,-,-,-,-,-,-,-,-,-,-,-,18154,4510,508,29,1399
Сахалинская область,15-17,13424,12706,-,-,-,-,-,-,-,-,-,1797,8579,2165,-,165,15,718
Сахалинская область,18-19 ,7462,7009,-,-,-,-,-,-,1009,589,420,3866,2101,3,-,30,12,453
Сахалинская область,20-24 ,23367,21209,-,3431,116,792,2523,618,7811,4597,3214,6412,2864,3,-,70,42,2158
Сахалинская область,25-29 ,25164,23236,124,8394,679,3525,4190,1039,8305,5070,3235,3584,1718,1,-,71,37,1928
Сахалинская область,30-34 ,40560,37055,303,14308,674,9176,4458,1445,12968,7847,5121,5275,2647,1,-,108,23,3505
Сахалинская область,35-39 ,43217,39589,372,15081,713,9959,4409,1376,14035,8317,5718,5630,2999,3,-,93,45,3628
Сахалинская область,40-44 ,40382,37259,369,12583,649,8302,3632,1104,14266,8508,5758,5823,3029,2,-,83,38,3123
Сахалинская область,45-49 ,36851,34206,288,10381,554,7156,2671,914,14408,8742,5666,5443,2686,4,-,82,35,2645
Сахалинская область,50-54 ,30169,28068,293,7416,391,5408,1617,717,13484,8185,5299,4251,1875,-,-,32,14,2101
Сахалинская область,55-59 ,29153,27029,285,6265,370,4673,1222,652,13444,8254,5190,4605,1749,1,-,28,11,2124
Сахалинская область,60-64 ,32096,30089,330,5841,333,4507,1001,604,15223,9575,5648,5866,2032,149,-,44,23,2007
Сахалинская область,65-69 ,31292,29317,276,4844,210,3779,855,523,14693,9337,5356,6227,2469,233,-,52,28,1975
Сахалинская область,70 и более,42718,39908,395,5177,218,4018,941,570,17717,11353,6364,9035,5385,1529,-,100,21,2810
Еврейская автономная область,6-9,7504,6915,-,-,-,-,-,-,-,-,-,-,-,-,5380,1535,23,589
Еврейская автономная область,10-14,9273,8765,-,-,-,-,-,-,-,-,-,-,-,6950,1707,108,12,508
Еврейская автономная область,15-17,5007,4738,-,-,-,-,-,-,-,-,-,762,2974,971,-,31,11,269
Еврейская автономная область,18-19 ,3254,3024,-,-,-,-,-,-,532,277,255,1545,901,35,-,11,9,230
Еврейская автономная область,20-24 ,7771,6804,-,755,46,143,566,160,2682,1477,1205,2283,843,51,-,30,19,967
Еврейская автономная область,25-29 ,8467,7327,56,1929,218,745,966,190,2702,1743,959,1606,762,64,-,18,11,1140
Еврейская автономная область,30-34 ,12556,10729,95,3052,189,1906,957,226,3939,2579,1360,2045,1216,113,-,43,18,1827
Еврейская автономная область,35-39 ,12993,11155,159,3041,152,2063,826,189,3972,2571,1401,2269,1323,159,-,43,27,1838
Еврейская автономная область,40-44 ,12230,10469,124,2681,172,1865,644,145,3842,2487,1355,2201,1308,143,-,25,6,1761
Еврейская автономная область,45-49 ,11206,9788,90,2074,149,1417,508,115,3818,2518,1300,2306,1266,102,-,17,4,1418
Еврейская автономная область,50-54 ,8954,7793,69,1663,88,1260,315,90,3441,2299,1142,1638,832,54,-,6,1,1161
Еврейская автономная область,55-59 ,8788,7824,83,1343,78,1036,229,82,3626,2428,1198,1828,801,53,-,8,4,964
Еврейская автономная область,60-64 ,9524,8527,92,1263,65,979,219,63,4117,2769,1348,1968,953,66,-,5,-,997
Еврейская автономная область,65-69 ,9309,8421,82,1036,35,810,191,57,3801,2601,1200,2074,1264,101,-,6,2,888
Еврейская автономная область,70 и более,13616,12234,124,1393,43,1033,317,77,4616,3276,1340,2697,2550,743,-,34,5,1382
Чукотский автономный округ,6-9,2852,2724,-,-,-,-,-,-,-,-,-,-,-,-,2089,635,9,128
Чукотский автономный округ,10-14,3450,3442,-,-,-,-,-,-,-,-,-,-,-,2847,579,16,1,8
Чукотский автономный округ,15-17,2040,2035,-,-,-,-,-,-,-,-,-,118,1594,320,-,3,2,5
Чукотский автономный округ,18-19 ,1024,1023,-,-,-,-,-,-,62,39,23,404,555,-,-,2,1,1
Чукотский автономный округ,20-24 ,2248,2228,5,142,2,37,103,48,732,416,316,927,371,-,-,3,3,20
Чукотский автономный округ,25-29 ,2917,2899,23,825,60,416,349,98,1065,607,458,587,287,1,-,13,6,18
Чукотский автономный округ,30-34 ,4183,4155,58,1507,59,1008,440,118,1399,811,588,674,391,-,-,8,6,28
Чукотский автономный округ,35-39 ,4523,4503,82,1730,71,1259,400,98,1476,854,622,725,385,-,-,7,5,20
